Sexo;Total Nacional;Comunidades y Ciudades Autónomas;Tipo de medicamento;Sí o no;Total
Hombres;Total;Murcia (Región de);Medicinas para el reuma;Sí;1,95
Hombres;Total;Murcia (Región de);Medicinas para el reuma;No;98,05
Hombres;Total;Murcia (Región de);Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicinas para el corazón;Sí;4,81
Hombres;Total;Murcia (Región de);Medicinas para el corazón;No;95,19
Hombres;Total;Murcia (Región de);Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicinas para la tensión arterial;Sí;18,12
Hombres;Total;Murcia (Región de);Medicinas para la tensión arterial;No;81,88
Hombres;Total;Murcia (Región de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicinas para el estómago y/o alteraciones digestivas;Sí;9,94
Hombres;Total;Murcia (Región de);Medicinas para el estómago y/o alteraciones digestivas;No;90,06
Hombres;Total;Murcia (Región de);Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Murcia (Región de);Antidepresivos, estimulantes;Sí;2,86
Hombres;Total;Murcia (Región de);Antidepresivos, estimulantes;No;97,14
Hombres;Total;Murcia (Región de);Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Murcia (Región de);Píldoras para no quedar embarazada;Sí;0,00
Hombres;Total;Murcia (Región de);Píldoras para no quedar embarazada;No;0,00
Hombres;Total;Murcia (Región de);Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Murcia (Región de);Hormonas para la menopausia;Sí;0,00
Hombres;Total;Murcia (Región de);Hormonas para la menopausia;No;0,00
Hombres;Total;Murcia (Región de);Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicamentos para el colesterol;Sí;14,96
Hombres;Total;Murcia (Región de);Medicamentos para el colesterol;No;85,04
Hombres;Total;Murcia (Región de);Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicamentos para la diabetes;Sí;12,07
Hombres;Total;Murcia (Región de);Medicamentos para la diabetes;No;87,93
Hombres;Total;Murcia (Región de);Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicamentos para el tiroides;Sí;1,18
Hombres;Total;Murcia (Región de);Medicamentos para el tiroides;No;98,82
Hombres;Total;Murcia (Región de);Otros medicamentos;TOTAL;100,00
Hombres;Total;Murcia (Región de);Otros medicamentos;Sí;10,58
Hombres;Total;Murcia (Región de);Otros medicamentos;No;89,42
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el catarro, gripe, garganta, bronquios;Sí;8,18
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el catarro, gripe, garganta, bronquios;No;91,82
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el dolor;Sí;24,64
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el dolor;No;75,36
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para bajar la fiebre;Sí;0,74
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para bajar la fiebre;No;99,26
Hombres;Total;Navarra (Comunidad Foral de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Reconstituyentes (vitaminas, minerales, tónicos);Sí;2,43
Hombres;Total;Navarra (Comunidad Foral de);Reconstituyentes (vitaminas, minerales, tónicos);No;97,57
Hombres;Total;Navarra (Comunidad Foral de);Laxantes;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Laxantes;Sí;0,55
Hombres;Total;Navarra (Comunidad Foral de);Laxantes;No;99,45
Hombres;Total;Navarra (Comunidad Foral de);Antibióticos;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Antibióticos;Sí;3,88
Hombres;Total;Navarra (Comunidad Foral de);Antibióticos;No;96,12
Hombres;Total;Navarra (Comunidad Foral de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Tranquilizantes, relajantes, pastillas para dormir;Sí;6,70
Hombres;Total;Navarra (Comunidad Foral de);Tranquilizantes, relajantes, pastillas para dormir;No;93,30
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para la alergia;Sí;1,53
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para la alergia;No;98,47
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el reuma;Sí;0,35
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el reuma;No;99,65
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el corazón;Sí;8,43
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el corazón;No;91,57
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para la tensión arterial;Sí;15,09
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para la tensión arterial;No;84,91
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el estómago y/o alteraciones digestivas;Sí;11,33
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el estómago y/o alteraciones digestivas;No;88,67
Hombres;Total;Navarra (Comunidad Foral de);Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Antidepresivos, estimulantes;Sí;3,14
Hombres;Total;Navarra (Comunidad Foral de);Antidepresivos, estimulantes;No;96,86
Hombres;Total;Navarra (Comunidad Foral de);Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Navarra (Comunidad Foral de);Píldoras para no quedar embarazada;Sí;0,00
Hombres;Total;Navarra (Comunidad Foral de);Píldoras para no quedar embarazada;No;0,00
Hombres;Total;Navarra (Comunidad Foral de);Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Navarra (Comunidad Foral de);Hormonas para la menopausia;Sí;0,00
Hombres;Total;Navarra (Comunidad Foral de);Hormonas para la menopausia;No;0,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para el colesterol;Sí;13,38
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para el colesterol;No;86,62
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para la diabetes;Sí;5,84
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para la diabetes;No;94,16
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para el tiroides;Sí;0,61
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para el tiroides;No;99,39
Hombres;Total;Navarra (Comunidad Foral de);Otros medicamentos;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Otros medicamentos;Sí;13,34
Hombres;Total;Navarra (Comunidad Foral de);Otros medicamentos;No;86,66
Hombres;Total;País Vasco;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;País Vasco;Medicinas para el catarro, gripe, garganta, bronquios;Sí;7,64
Hombres;Total;País Vasco;Medicinas para el catarro, gripe, garganta, bronquios;No;92,36
Hombres;Total;País Vasco;Medicinas para el dolor;TOTAL;100,00
Hombres;Total;País Vasco;Medicinas para el dolor;Sí;21,98
Hombres;Total;País Vasco;Medicinas para el dolor;No;78,02
Hombres;Total;País Vasco;Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;País Vasco;Medicinas para bajar la fiebre;Sí;1,63
Hombres;Total;País Vasco;Medicinas para bajar la fiebre;No;98,37
Hombres;Total;País Vasco;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;País Vasco;Reconstituyentes (vitaminas, minerales, tónicos);Sí;2,82
Hombres;Total;País Vasco;Reconstituyentes (vitaminas, minerales, tónicos);No;97,18
Hombres;Total;País Vasco;Laxantes;TOTAL;100,00
Hombres;Total;País Vasco;Laxantes;Sí;1,17
Hombres;Total;País Vasco;Laxantes;No;98,83
Hombres;Total;País Vasco;Antibióticos;TOTAL;100,00
Hombres;Total;País Vasco;Antibióticos;Sí;3,33
Hombres;Total;País Vasco;Antibióticos;No;96,67
Hombres;Total;País Vasco;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;País Vasco;Tranquilizantes, relajantes, pastillas para dormir;Sí;8,35
Hombres;Total;País Vasco;Tranquilizantes, relajantes, pastillas para dormir;No;91,65
Hombres;Total;País Vasco;Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;País Vasco;Medicamentos para la alergia;Sí;1,03
Hombres;Total;País Vasco;Medicamentos para la alergia;No;98,97
Hombres;Total;País Vasco;Medicinas para el reuma;TOTAL;100,00
Hombres;Total;País Vasco;Medicinas para el reuma;Sí;1,10
Hombres;Total;País Vasco;Medicinas para el reuma;No;98,90
Hombres;Total;País Vasco;Medicinas para el corazón;TOTAL;100,00
Hombres;Total;País Vasco;Medicinas para el corazón;Sí;6,19
Hombres;Total;País Vasco;Medicinas para el corazón;No;93,81
Hombres;Total;País Vasco;Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;País Vasco;Medicinas para la tensión arterial;Sí;17,56
Hombres;Total;País Vasco;Medicinas para la tensión arterial;No;82,44
Hombres;Total;País Vasco;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;País Vasco;Medicinas para el estómago y/o alteraciones digestivas;Sí;8,56
Hombres;Total;País Vasco;Medicinas para el estómago y/o alteraciones digestivas;No;91,44
Hombres;Total;País Vasco;Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;País Vasco;Antidepresivos, estimulantes;Sí;1,80
Hombres;Total;País Vasco;Antidepresivos, estimulantes;No;98,20
Hombres;Total;País Vasco;Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;País Vasco;Píldoras para no quedar embarazada;Sí;0,00
Hombres;Total;País Vasco;Píldoras para no quedar embarazada;No;0,00
Hombres;Total;País Vasco;Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;País Vasco;Hormonas para la menopausia;Sí;0,00
Hombres;Total;País Vasco;Hormonas para la menopausia;No;0,00
Hombres;Total;País Vasco;Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;País Vasco;Medicamentos para el colesterol;Sí;11,26
Hombres;Total;País Vasco;Medicamentos para el colesterol;No;88,74
Hombres;Total;País Vasco;Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;País Vasco;Medicamentos para la diabetes;Sí;6,79
Hombres;Total;País Vasco;Medicamentos para la diabetes;No;93,21
Hombres;Total;País Vasco;Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;País Vasco;Medicamentos para el tiroides;Sí;1,17
Hombres;Total;País Vasco;Medicamentos para el tiroides;No;98,83
Hombres;Total;País Vasco;Otros medicamentos;TOTAL;100,00
Hombres;Total;País Vasco;Otros medicamentos;Sí;21,63
Hombres;Total;País Vasco;Otros medicamentos;No;78,37
Hombres;Total;Rioja (La);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Rioja (La);Medicinas para el catarro, gripe, garganta, bronquios;Sí;7,80
Hombres;Total;Rioja (La);Medicinas para el catarro, gripe, garganta, bronquios;No;92,20
Hombres;Total;Rioja (La);Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Rioja (La);Medicinas para el dolor;Sí;22,18
Hombres;Total;Rioja (La);Medicinas para el dolor;No;77,82
Hombres;Total;Rioja (La);Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Rioja (La);Medicinas para bajar la fiebre;Sí;1,30
Hombres;Total;Rioja (La);Medicinas para bajar la fiebre;No;98,70
Hombres;Total;Rioja (La);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Rioja (La);Reconstituyentes (vitaminas, minerales, tónicos);Sí;2,64
Hombres;Total;Rioja (La);Reconstituyentes (vitaminas, minerales, tónicos);No;97,36
Hombres;Total;Rioja (La);Laxantes;TOTAL;100,00
Hombres;Total;Rioja (La);Laxantes;Sí;0,69
Hombres;Total;Rioja (La);Laxantes;No;99,31
Hombres;Total;Rioja (La);Antibióticos;TOTAL;100,00
Hombres;Total;Rioja (La);Antibióticos;Sí;3,27
Hombres;Total;Rioja (La);Antibióticos;No;96,73
Hombres;Total;Rioja (La);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Rioja (La);Tranquilizantes, relajantes, pastillas para dormir;Sí;5,67
Hombres;Total;Rioja (La);Tranquilizantes, relajantes, pastillas para dormir;No;94,33
Hombres;Total;Rioja (La);Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Rioja (La);Medicamentos para la alergia;Sí;3,35
Hombres;Total;Rioja (La);Medicamentos para la alergia;No;96,65
Hombres;Total;Rioja (La);Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Rioja (La);Medicinas para el reuma;Sí;0,10
Hombres;Total;Rioja (La);Medicinas para el reuma;No;99,90
Hombres;Total;Rioja (La);Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Rioja (La);Medicinas para el corazón;Sí;8,84
Hombres;Total;Rioja (La);Medicinas para el corazón;No;91,16
Hombres;Total;Rioja (La);Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Rioja (La);Medicinas para la tensión arterial;Sí;15,88
Hombres;Total;Rioja (La);Medicinas para la tensión arterial;No;84,12
Hombres;Total;Rioja (La);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Rioja (La);Medicinas para el estómago y/o alteraciones digestivas;Sí;10,45
Hombres;Total;Rioja (La);Medicinas para el estómago y/o alteraciones digestivas;No;89,55
Hombres;Total;Rioja (La);Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Rioja (La);Antidepresivos, estimulantes;Sí;2,66
Hombres;Total;Rioja (La);Antidepresivos, estimulantes;No;97,34
Hombres;Total;Rioja (La);Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Rioja (La);Píldoras para no quedar embarazada;Sí;0,00
Hombres;Total;Rioja (La);Píldoras para no quedar embarazada;No;0,00
Hombres;Total;Rioja (La);Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Rioja (La);Hormonas para la menopausia;Sí;0,00
Hombres;Total;Rioja (La);Hormonas para la menopausia;No;0,00
Hombres;Total;Rioja (La);Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Rioja (La);Medicamentos para el colesterol;Sí;14,00
Hombres;Total;Rioja (La);Medicamentos para el colesterol;No;86,00
Hombres;Total;Rioja (La);Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Rioja (La);Medicamentos para la diabetes;Sí;6,92
Hombres;Total;Rioja (La);Medicamentos para la diabetes;No;93,08
Hombres;Total;Rioja (La);Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Rioja (La);Medicamentos para el tiroides;Sí;3,25
Hombres;Total;Rioja (La);Medicamentos para el tiroides;No;96,75
Hombres;Total;Rioja (La);Otros medicamentos;TOTAL;100,00
Hombres;Total;Rioja (La);Otros medicamentos;Sí;12,81
Hombres;Total;Rioja (La);Otros medicamentos;No;87,19
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;Sí;6,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;No;94,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el dolor;Sí;15,46
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el dolor;No;84,54
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para bajar la fiebre;Sí;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para bajar la fiebre;No;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);Sí;2,13
Hombres;Total;Ceuta (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);No;97,87
Hombres;Total;Ceuta (Ciudad Autónoma de);Laxantes;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Laxantes;Sí;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Laxantes;No;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Antibióticos;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Antibióticos;Sí;0,74
Hombres;Total;Ceuta (Ciudad Autónoma de);Antibióticos;No;99,26
Hombres;Total;Ceuta (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;Sí;3,43
Hombres;Total;Ceuta (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;No;96,57
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicamentos para la alergia;Sí;1,45
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicamentos para la alergia;No;98,55
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el reuma;Sí;1,18
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el reuma;No;98,82
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el corazón;Sí;1,67
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el corazón;No;98,33
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para la tensión arterial;Sí;12,80
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para la tensión arterial;No;87,20
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el estómago y/o alteraciones digestivas;Sí;1,50
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el estómago y/o alteraciones digestivas;No;98,50
Hombres;Total;Ceuta (Ciudad Autónoma de);Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Antidepresivos, estimulantes;Sí;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Antidepresivos, estimulantes;No;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Píldoras para no quedar embarazada;Sí;0,00
